tipo_instrumento;ano_instrumento;mes_instrumento;categoria_valor;orgao_recebedor;codigo_orgao_recebedor;natureza_doador;doador_comodante;objeto_descritivo;quantidade_objeto;vigencia;processo_sei;recurso_tjmg_ou_mpmg
Termo de Comodato;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Bom Despacho/MG - CONSEP;03 - Motocicleta marca TRIUMPH, modelo TIGER 900 GT PRO, cor cinza, ano fabricação 2025, modelo 2025, movido a álcool/gasolina.;1,0;Não se plica;1250.01.0010606/2025-14;Não
Contrato de Doação;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Agência Regional de Proteção Ambiental da Bacia do Rio Grande - ARPA;Veículo modelo L200 Triton Sport GLS 2.4 4x4 AT,  placa TEQ3I05 chassi nº 93XSYKL1TSCR91372;1,0;Não se plica;1250.01.0010789/2025-20;Não
Contrato de Comodato;2025,0;8;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Novo Cruzeiro/MG;01 - Aeronave remotamente pilotada (RPA) DJI MAVIC 3 THERMAL 02 - Kits de bateria contando 03 unidades cada 01 - Holofote (CZI GL10) para MAVIC 3 01 - Cartão de memória Micro SD 128 GB GH;4,0;60 meses;1250.01.0007140/2025-88;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Central de Políticas de Segurança Pública de Paracatu/MG;03 - Digitalizador de Imagem Scanner - Leitor Biométrico;1,0;Não se aplica;1450.01.0117206/2025-19;Não
TAC;2025,0;8;Abaixo de 100K;Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;1371,0;Privado;AGÊNCIA DE BACIA HIDROGRÁFICA PEIXE VIVO – AGÊNCIA PEIXE VIVO;18 - TABLET GALAXY TAB A8 16 GB 4G TELA 8” 02 - DRONE DJI MAVIC 2 ZOOM FLY MORE COMBO;2,0;Não se aplica;1370.01.0022037/2025-63;Sim
Sentença;2025,0;8;Abaixo de 100K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Fundação Salvar;ADEQUAÇÃO DO MURO DE PROTEÇÃO NA SEDE DO 9º BBM VARGINHA;1,0;Não se aplica;1400.01.0067796/2023-73;Sim
Termo de Comodato;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública – CONSEP SETOR LESTE DE ITUIUTABA/MG;Veículo I/TOYOTA HILUX CDSR A4FD, cabine dupla, diesel, cor preta, ano de fabricação 2025, modelo 2025, Renavam 01435995560, placa TFR4C52;1,0;60 meses;1250.01.0013982/2025-42;Não
Termo Comodato nº 03/2025 - PMMG/CPE/BPM MAMB;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública – CONSEP de Coromandel/MG;01 veículo Mitsubishi L200 TRITON SPORT GLS AT, ano 2024/2025, cor branca, placa TEM9I70, Renavam 01439893753, Chassi 93XSYKL1TSCR88990;1,0;60 meses;1250.01.0013420/2025-84;Não
Termo de Doação CBMMG/10BBM N° 119799040/2025;2025,0;8;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho Comunitário de Segurança Pública de Nova Serrana/MG;Serviço de construção da Torre de Altura na 3ª Companhia de Bombeiros Militar de Nova Serrana;1,0;Não se aplica;1400.01.0057965/2024-18;Não
TERMO DE DOAÇÃO SENASP N.º 339/2025;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;Secretaria Nacional de Segurança Pública - SENASP;01 veículo FIAT / CRONOS DRIVE 1.3 AT FLEX 2024 CINZA, PLACA: SGZ3B01, CHASSI: 8AP359AFTSU421642;1,0;Não se aplica;1450.01.0188360/2024-46;Não
Termo de Doação;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;CONSELHO COMUNITÁRIO DE SEGURANÇA PÚBLICA DE ITABIRA;"01 (uma) motocicleta Marca/modelo: Honda/XRE 300 Sahara; Placа: ТЕО3F12; Ano de Fabricação/Modelo: 2025/2025; Espécie/tipo: passageiro/motocicleta; Km: 0; Combustível: álcool/gasolina; Equipada com kit sinalizador acústico e visual e bauleto. Chassi: 9C2ND1720SR003245 01 (uma) motocicleta Marca/modelo: Honda/XRE 300 Sahara; Placa: ТЕО3F17; Ano de Fabricação/Modelo: 2025/2025; Espécie/tipo: passageiro/motocicleta; Km: 0; Combustível: álcool/gasolina; Equipada com kit sinalizador acústico e visual e bauleto. Chassi: 9C2ND1720SR003248";1,0;Não se aplica;1250.01.0014918/2025-87;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Público;Conselho Central de Políticas de Segurança Pública de Paracatu/MG - CONSEP;Carrinho de construção reforçado Esmerilhadeira angular Furadeira de Impacto 760W Martelete rompedor Multímetro Digital Serra Mármore Cortador de piso Talhadeira Ponteiro;9,0;Não se aplica;1450.01.0062552/2025-16;Não
Termo de Doação CBMMG/ABM Nº 106829920/2025;2025,0;8;Acima de 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Público;Resgatécnica Comércio de Equipamentos de Resgate Eirelli;01 - Container de treinamento em combate a incêndio do tipo Flashover (12,192m x 2,438m x 2,896m);1,0;Não se aplica;1400.01.0008690/2025-85;Não
Termo de Doação;2025,0;8;Acima de 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;Associação Mineira de Proteção às Ações de Sustentabilidade Ambiental - AMPASA;03 - Veículo Rampage ;1,0;Não se aplica;1250.01.0015523/2025-48;Não
Termo de comodato - CBMMG/1-CIA-IND ;2025,0;8;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Público;Conselho Comunitário de Segurança Pública de Guaxupé/MG - CONSEP;01 - Caminhonete Hilux CD DSIL 4X4 SR AT com implementos 01 - Aparelho mecânico/CCP 600l-tanque rotom. 2ª geração MBR PE;2,0;240 meses;1400.01.0037643/2025-77;Não
TERMO DE CESSÃO DE USO Nº 01/2025 - PREFEITURA DE PASSOS ;2025,0;8;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público;Prefeitura Municipal de Passos/MG;Veículo Marca/Modelo: Mitsubshi/L200 Triton SPO GLSA, ano de fabricação/modelo: 2024/2025, espécie: caminhonete, placa: TEH4I40, chassi: 93XSYKL1TSCR86754, cor branca e combustível Diesel;1,0;60 meses;1250.01.0013478/2025-70;Não
Termo de Concessão nº 51161/25 - CBMMG/11BBM            ;2025,0;8;Acima de 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Público;Prefeitura Municipal de João Monlevade-MG;01 Caminhão VW Constellation 18320 com os implementos, Chassi 9536C8TD8RR059347, Ano/Modelo: 2023/2024;1,0;240 meses;1400.01.0049857/2025-02;Não
Contrato de Doação;2025,0;8;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Josué Avelino;Cão, pastor alemão, cor capapreta, macho, nascimento em 05/01/2025, Nome: Spider;1,0;Não se aplica;1450.01.0116189/2025-27;Não
Termo de Doação SENASP ;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Público; Ministério da Justiça e Segurança Pública - MJSP;Veículo CRONOS DRIVE 1.3 AT FLEX, 2024, Branco, Chassi 8AP359AFTSU403698, Placa SGZ6G78;1,0;Não se aplica;1450.01.0204414/2023-84;Não
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunidade na Execução Penal da Comarca de Montes Claros - MG;Condicionador Elgin Eco Inverter 12000BTU's 220V;4,0;Não se aplica;1450.01.0166124/2025-82;Não
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;CONSELHO COMUNITÁRIO DE SEGURANÇA PUBLICA DO SETOR INTEGRADO 1,2 E 3 DE IPATINGA-MG/CONSEP;"BANDEJA FIXA PARA RACK 19"""" 350MM (2 UNIDADES) CABO PARALELO 0,75MM (100M) CABO DE REDE CAT 6 (305M) CABO REDE CAT 5E DUPLA BLINDAGEM PRETO (305 METROS) CABO REDE UTP CAT 5E ( 915 METROS) CAMERA IP DOME 2MP COM LUZ HIBRIDA IP67 RESISTENTE A ÁGUA E POEIRA (20 UNIDADES) CAMERA SPEED DOME TANDEMVU DS-2SE7C432MW-AEB(14F1) HIKIVISION (01 CÂMERA) CONECTOR RJ 45 COMUM ( 300 UNIDADES) CONECTOR OPTICO CLICK (2 UNIDADES) CONVERSOR DE MÍDIA FAST MONOMODO 20KM KFSD 1120 (01 UNIDADE) DISJUNTOR (04 UNIDADES) DPS 20KA PROTEÇÃO (04 UNIDADES) HD 4TB - ESPECÍFICO PARA GRAVAÇÃO DE IMAGENS (01 UNIDADE) NOBREAK UPS POWER 1400VA TSSHARA (01 UNIDADE) NOBREAK UPS POWER 700VA TSSHARA (03 UNIDADES) NVR 32 CANAIS HIKVISION DS-7632NX1-K2 (01 UNIDADE) ORGANIZADOR DE CABOS RACK OCH1U 40MM – FORCE (01 UNIDADES) RACK PADRÃO 19"""" 5U X 470  VISOR DE ACRILICO (01 UNIDADE) RACK PADRÃO 19"""" 9U X 350 PRETO VISOR DE ACRILICO (01 UNIDADE) RACK PADRÃO 19"""" 9U X 470 PRETO VISOR DE ACRILICO (01 UNIDADE) RACK PADRÃO 19"""" 5U X 350 PRETO VISOR DE ACRILICO (01 UNIDADE) RÉGUA 12 TOMADAS PARA RACK 19"""" FORCE (01 UNIDADE) SWITCH POE 8 CANAIS / 100 DS-3E0318P-E/M (B) HIKVISION (03 PEÇAS) TRILHO DIN 2MT (01 UNIDADE) SWITCH POE 24 PORTAS COM PORTA DE FIBRA OTICA GIGABIT SFP (01 UNIDADE) PLUG MACHO PARA TOMADA 10A 2 PINOS (2 UNIDADES) CAMERA IP DOME COLOR UV 2MP IP67 DS-2CD1327G0-L HIKVISION (3 UNIDADES) CAMERA IP BULLET COLOR UV 2MP IP 67 DS-2CD132760-L HIKVISION (2 UNIDADES) CAMERA IP COLORIDA DIA E NOITE IPCT229HA HILOOK (3 UNIDADES) FONTE SPEED DOME 24VAC3A 75W - 127-220 VAC (01 UNIDADE) TV 430 AOC ROKU FHD 43S5135 / 78G - HDMI/USB/WIFI (02 UNIDADES) SUPORTE FIXO UNIVERSAL LED/LCD 10"""" A 71"""" – PIX (2 UNIDADES) CABO HDMI 2M (1 UNIDADE) CONECTOR K5135 HDTV (1 UNIDADE) CABO HDMI 10M (2 UNIDADE) ELETRODUTO PVC ¾ (120 UNIDADES) ELETRODUTO PVC IP (27 UNIDADES) SEAL TUBE 3/4 EM METROS (21 UNIDADES) SEAL TUBE GALVANIZADO 1' (21 UNIDADES) CURVA PVC SOLDAVEL 25MM (45 PÇS) CONECTOR MACHO GIRATÓRIO (10 UNIDADES) TAMPÃO SELAD.PLAST.S/ROS B 1 56114/053 TRA (450 PÇS) ADAPTADOR GALVANIZADO ¾ (324 UNIDADES) CONDULETE GALVANIZADA ¾ (150 UNIDADES) TAMPA CEGA GALVANIZADA (150 UNIDADES) ABRAÇADEIRA GALVANIZADA SEM CUNHA ¾ (200 UNIDADES) ABRAÇADEIRA GALVANIZADA COM CUNHA ¾ (200 UNIDADES) ABRAÇADEIRA GALVANIZADA COM CUNHA 1"""" (185 UNIDADES) CONDULETE PVC 1P (10 UNIDADES) CANALETA PVC ABERTA HD-03P 30X050X2000MM HEL (8 PÇS) INSTALAÇÃO SISTEMA DE SEGURANÇA";51,0;Não se aplica;1450.01.0162092/2025-15;Não
Termo de Doação;2025,0;9;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Precon Pré-Fabricados Ltda;"Torre de treinamento com as seguinte especificações; 20 lajes alveolares H16 cm, com comprimentos variando de 2,65 m a 5,55 m; 6 pilares de 30x40 cm, com comprimentos variando de 13,50 m a 14,01 m; 4 pilares de 40x40 cm, com comprimentos de 17,25 m; 8 vigas VES 28x18 cm, com comprimentos variando de 3,54 m a 4,35 m; 38 vigas VRA 20x50 cm, com comprimentos variando de 2,07 m a 3,62 m; 13 vigas VRP 30x50 cm, com comprimentos variando de 2,07 m a 4,97 m; 2 vigas VRP 40x50 cm, com comprimento de 4,29 m";8,0;Não se aplica;1400.01.0056701/2025-96;Não
Termo de Doação;2025,0;9;Acima de 500K;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;Secretaria Nacional de Segurança Pública - SENASP;FIAT CRONOS DRIVE1.3AT;12,0;Não se aplica;1510.01.0028190/2024-04;Não
Termo de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública do bairro Rioa São Gonçalo do Abaeté;Veículo caminhonete, Marca/Modelo MMC/L200 TRITON OUTDOOR GLX, 04 (quatro) portas, ano 2025/2025, cor preta, chassi nº 93XSYKL1TSCS92796, placa TEK5H55.;1,0;60 meses;1250.01.0017326/2025-61;Não
Termo de Doação;2025,0;9;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Conselho Comunitário de Segurança Pública de Formiga/MG;"01 - MERCEDES BENZ - 417 SPRINTER F42A UP1 - PLACA: TMA-5G76 , CHASSI: 8AC907643SE251334 ANO DE FABRICAÇÃO: 2024 ANO MODELO: 2025; 01 - DEA Desfibrilador Life 400 - Futura DCU Básico - Cmos Drake; 08 - Pás de choque adesivas - Eletrodo para DEA - Preto F7988/Cm - Adulto; 05 - Pás de choque adesivas - Eletrodo para DEA - Preto F7988/Cm - Infantil.";4,0;Não se aplica;1400.01.0039579/2025-88;Não
Termo de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Santa Vitória/MG;Veiculo automotor marca GM, Modelo SI0 WTDDA, Motor LWN F2515710S1, Chassi 9BGI48 1KOTC40975, cor externa PRETO, potência 207 cv, combustivel DIESEL, RENAVAM 01447741681, Fab./Mod.: 2025/2025. cámbio manual, 0S marchas, sistema de freios ABS, TRAÇÃO 4X4.;1,0;36 meses;1250.01.0016495/2025-91;Não
Termo de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;SINDICATO DOS PRODUTORES RURAIS DE GUARANÉSIA;Veículo zero km, Chevrolet/S10 WT DD4A, placa TXA2I56, cor PRETA, CHASSI 9BG1481K0TC413916, RENAVAM nº 1451417630, 2025/2026;1,0;60 meses;1250.01.0017477/2025-58;Não
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Saúde de Minas Gerais - SESMG;1320,0;Público;Universidade Federal de Minas Gerais - UFMG;Notebooks, com as seguintes especificações: processador Intel Core i5, 8GB de RAM, HD de 512GB, tela de 15,6 polegadas e sistema operacional Windows 10 PRO, marca Aspire A515;2,0;Não se aplica;1320.01.0086129/2024-81;Não
Termo de Cessão;2025,0;9;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Público;Prefeitura Municipal de Bom Despacho;Caminhão pipa Iveco Tector 17-210, placa SYL6F75, renavan nº 01377154642, zero Km;1,0;60 meses;1400.01.0033529/2025-90;Não
Termo de Doação;2025,0;9;Entre 100 e 500K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho da Comunidade da Comarca de Diamantina - MG;Automóvel marca RENAULT, modelo - DUSTER INTENSE, cor BRANCA, ano/modelo 24/25, placa TDL3I71, chassi93YHJD207SJ119813;1,0;Não se aplica;1510.01.0295010/2024-54;Sim
Termo de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública do Município de Monte Alegre de Minas - MG;Caminhonete, Marca: FIAT, Modelo: Titano Volcano TurboDiesel AT, Ano: 2024, Modelo: 2025, Combustível: Diesel, Chassi: 9VCFF4HYVSA811839, Cor: Preta, Placa: UAA0C64;1,0;36 meses;1250.01.0006571/2025-28;Sim
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunidade na Execução Penal da Comarca de Manhuaçu;02 AR CONDICIONADO SPLIT – HIGHWALL 02 TELEVISOR SMART;2,0;Não se aplica;1450.01.0174577/2025-92;Não
Termo de Comodato;2025,0;9;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Triple Kx Distribuidora de Veículos LTDA;Motocicleta marca KAWASAKI, Modelo VERSYS-X 300 TR, Ano/modelo 2021/2022, Combustível: Gasolina, Cor Predominante: Verde, Potência / Cilindrada: 40 CV / 296 cc, Placa FIN5G24 e Placa FWU2E33;2,0;60 dias;1250.01.0017045/2025-82;Não
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Danilo Mendes Sá;Cão, cor preta, macho, nascimento em 02/02/2025, Nome: Athos, raça: Rottweiler;1,0;Não se aplica;1450.01.0143145/2025-06;Não
Contrato de Doação;2025,0;9;Abaixo de 100K;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Associação de Proteção e Assistência aos Condenados de Muriaé-MG;"REFRIGERADOR FROST FREE 451 LITROS FORNO MICROONDAS 20 LITROS FOGÃO PISO 5 BOCAS AR CONDICIONADO SPLIT 9.000 BTUs INVERTER (CONDENSADORA + EVAPORADORA) AR CONDICIONADO SPLIT 9.000 BTUs INVERTER (CONDENSADORA + EVAPORADORA) AR CONDICIONADO SPLIT 30.000 BTUs INVERTER (CONDENSADORA - UNIDADE EXTERNA) AR CONDICIONADO SPLIT 30.000 BTUs INVERTER (EVAPORADORA - UNIDADE INTERNA) AR CONDICIONADO SPLIT 30.000 BTUs INVERTER (CONDENSADORA - UNIDADE EXTERNA) AR CONDICIONADO SPLIT 30.000 BTUs INVERTER (EVAPORADORA - UNIDADE INTERNA) IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÁTICA SWITCH 5 PORTAS 10/100/1000 MONITOR LED IPS HDMI FHD 1080P 27"" MONITOR LED IPS HDMI FHD 1080P 27"" MONITOR LED IPS HDMI FHD 1080P 24""";14,0;Não se aplica;1450.01.0179630/2025-43;Não
Termo de Doação;2025,0;9;Entre 100 e 500K;Polícia Militar Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Muriaé/MG;Fiat/Argo Trekking 1.3 AT, ano de fabricação/modelo: 2025/2026, espécie/tipo: passageiro/automóvel, placa: TEY3I68, chassi: 9BD358AGBTYP44282, 0 KM, combustível: álcool/gasolina;1,0;Não se aplica;1250.01.0017585/2025-52;Não
Termo de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar Militar de Minas Gerais - PMMG;1251,0;Privado;Associação Regional de Proteção Ambiental - ARPA de Passos/MG;Veículo Marca/Modelo: Mitsubshi/L200 Triton Sport Outdoor Plus 2.4 D 4x4 AT, ano de fabricação/modelo: 2025/2025, espécie: caminhonete, placa: TWZ6B87, chassi: 93XSYKL1TSCS92779, cor preta, combustível Diesel.;1,0;60 meses;1250.01.0016507/2025-58;Não
Contrato de Comodato;2025,0;9;Entre 100 e 500K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Coromandel/MG;VEÍCULO NOVO MARCA MITSUBISHI/TRITON GL MT 4x4, Chassi: 93XCJLC2TTCS07550 de 04 PORTAS, COR PRETA, ANO FABRICAÇÃO/MODELO 2025/2026, COMBUSTÍVEL ÓLEO DIESEL, RENAVAM 1452975334 e PLACA UAA4C39.;1,0;60 meses;1250.01.0018040/2025-86;Não
Termo de Doação;2025,0;9;Abaixo de 100K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Fundação Salvar do Corpo de Bombeiros Militar de Minas Gerais;01 - DRONE DJI MAVIC 3 THERMAL ENTERPRISE 02 - BATERIA - DJI MAVIC 3 01 - HUB DE CARREGAMENTO DE BATERIA;3,0;Não se aplica;1400.01.0075491/2024-79;Sim
Termo de Doação;2025,0;9;Entre 100 e 500K;Corpo de Bombeiros Militar de Minas Gerais - CBMMG;1400,0;Privado;Fundação Salvar do Corpo de Bombeiros Militar de Minas Gerais;03 - Kit Guarany 30 - Gandola 30 - Calça 30 - Luvas 30 - Balaclava 30 - Perneira 06 - Motosserra 06 - Soprador 01 - Moto bomba 01 - Mangueira de sucção 01 - Mangote;11,0;Não se aplica;1400.01.0015950/2025-05;Sim
Termo de Doação;2025,0;9;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Público;Prefeitura Municipal de Ribeirão das Neves-MG;VENTILADOR PAREDE COMERCIAL 200W - 60CM BIVOLT - VENTISOL;4,0;Não se aplica;1510.01.0153652/2025-58;Não
Minuta do Termo de Referência;2025,0;9;Entre 100 e 500K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Bocaiuva/MG;DRONE VANT DJI MAVIC 3 THERMAL DISPOSITIVO PARA CAPTURA E DIGITALIZAÇÃO DE ASSINATURA MANUSCRITA - AK560 ARMARIO ALTO 2PTA 25MM NOGAL/PRETO MESA REUN SEMI OVAL NOGAL/PRETO BEBEDOURO INDUSTRIAL INOX 25 LITROS 110V 1 TORN 1 JATO KNOX | 0,0000 | 0,0000 CADEIRAS PARA MESA DE REUNIÃO BEBEDOURO GARRAFAO GD LIBELL 110V INOX 50010003 COND. ELGIN ECO INVERTER II - 12000BTUS 220V R32 C/ WIFI | 0,0000 EVAP. ELGIN ECO INVERTER II - 12000BTUS 220V R32 C/ WIFI | 0,0000;52,0;Não se aplica;1510.01.0006041/2025-19;Sim
Minuta do Termo de Referência;2025,0;9;Abaixo de 100K;Polícia Civil de Minas Gerais - PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Coração de Jesus/MG;CAIXA CONCERTINA DUPLA HASTES GALVANIZADO CAMERAS FULL HD JFL METAL NOBREAK 1200 VA BATERIAS 60 AH BOBINA ARAME 0,70 ELETRIFICADOR JFL SIRENE 12 V ALTA POTENCIA BATERIA P/ CENTRAL DE ALARME HASTE DE ATERRAMENTO INSTALAÇÃO PORTAO CHAPA ONDULADA CHAPA 18 500X220 02 FOLHAS COM ESQUADRILHA CAIXOTE SERVIÇOS MECANICOS ADITIVO PARA RADIADOR BICO INJETOR IMP BOMBA DAGUA FIAT CORREIO DO ALTERNADOR FILTRO DE AR ETORK FILTRO DE OLEO FILTRO DO AR CONDICIONADO JG DE CABO DE VELAS JG DE PALHETAS KIT DA JUNTA HOMOCINETICA (COIFA) OLEO  MOTOR SEMI SINTETICO PNEUS FRASCO HIGIENIZAÇÃO DO AR CONDICIONADO JG DE VELA;108,0;Não se aplica;1510.01.0048086/2024-95;Sim
Termo de Doação;2025,0;10;Abaixo de 100K;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho de Segurança Pública de Patos de Minas - CONSEP;"01 Chicote Salão;  04 Luminárias;  06 Bancos Internos;  01 TV; 06 Câmera;  01 Toldo;  01 Sinalizador;  01 Geladeira;  01 Ventilador;  05 Móveis internos;  01 Microondas;  01 Bateria 100Ah;  01 Inversor;  01 Carregador;  01 DVR.";15,0;Não se aplica;1250.01.0018693/2025-12;Não
Termo de Doação;2025,0;10;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Muriaé/MG;01 - Fiat/Argo Trekking 1.3 AT, ano de fabricação/modelo: 2025/2026, espécie/tipo: passageiro/automóvel, placa: TEY3I68, chassi: 9BD358AGBTYP44282, 0 KM, combustível: álcool/gasolina;1,0;Não se aplica;1250.01.0017585/2025-52;Não
